Code;impact_code;Impacts ;Type of impact;type_s;Drivers;driver_s;Area_NS;Risk;Consequences;Exposure;Fishery;Mediterranean area;Area
1519;7;Trophic structure;Fisheries resources;FR;Increase in SST;SST;South;12;4;3;Demersal;Eastern;Eastern (South)
1520;8;Life history traits (growth, reproduction);Fisheries resources;FR;Increase in SST;SST;South;16;4;4;Demersal;Eastern;Eastern (South)
1521;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Increase in SST;SST;South;16;4;4;Demersal;Eastern;Eastern (South)
1522;10;Presence of non-native species;Fisheries resources;FR;Increase in SST;SST;South;16;4;4;Demersal;Eastern;Eastern (South)
1523;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Increase in SST;SST;South;3;1;3;Demersal;Eastern;Eastern (South)
1524;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in SST;SST;South;1;1;1;Demersal;Eastern;Eastern (South)
1525;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in SST;SST;South;8;2;4;Demersal;Eastern;Eastern (South)
1526;14;Efficiency of gears;Fishing operations;FO;Increase in SST;SST;South;8;2;4;Demersal;Eastern;Eastern (South)
1527;15;Fishing trips/days at sea;Fishing operations;FO;Increase in SST;SST;South;9;3;3;Demersal;Eastern;Eastern (South)
1528;16;Landing value;Communities and livelihoods;CL;Increase in SST;SST;South;12;3;4;Demersal;Eastern;Eastern (South)
1529;17;Employment rate female;Communities and livelihoods;CL;Increase in SST;SST;South;4;2;2;Demersal;Eastern;Eastern (South)
1530;18;Employment rate male;Communities and livelihoods;CL;Increase in SST;SST;South;9;3;3;Demersal;Eastern;Eastern (South)
1531;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in SST;SST;South;9;3;3;Demersal;Eastern;Eastern (South)
1532;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in SST;SST;South;4;2;2;Demersal;Eastern;Eastern (South)
1533;21;Cultural and heritage;Communities and livelihoods;CL;Increase in SST;SST;South;9;3;3;Demersal;Eastern;Eastern (South)
1534;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in SST;SST;South;12;3;4;Demersal;Eastern;Eastern (South)
1535;23;Health issues;Wider society and economy implications;WS;Increase in SST;SST;South;2;1;2;Demersal;Eastern;Eastern (South)
1536;24;Food security;Wider society and economy implications;WS;Increase in SST;SST;South;8;4;2;Demersal;Eastern;Eastern (South)
1537;25;Recreational fisheries;Wider society and economy implications;WS;Increase in SST;SST;South;4;2;2;Demersal;Eastern;Eastern (South)
1538;26;National income;Wider society and economy implications;WS;Increase in SST;SST;South;9;3;3;Demersal;Eastern;Eastern (South)
1539;27;Tourism activities;Wider society and economy implications;WS;Increase in SST;SST;South;4;2;2;Demersal;Eastern;Eastern (South)
1540;1;Catches composition;Fisheries resources;FR;Increase in salinity;Sal;South;6;2;3;Demersal;Eastern;Eastern (South)
1541;2;Species geographic distribution;Fisheries resources;FR;Increase in salinity;Sal;South;6;2;3;Demersal;Eastern;Eastern (South)
1542;3;Species bathymetric distribution;Fisheries resources;FR;Increase in salinity;Sal;South;6;2;3;Demersal;Eastern;Eastern (South)
1543;4;Trends in abundance/biomass;Fisheries resources;FR;Increase in salinity;Sal;South;6;2;3;Demersal;Eastern;Eastern (South)
1544;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Increase in salinity;Sal;South;8;4;2;Demersal;Eastern;Eastern (South)
1545;6;Species phenology;Fisheries resources;FR;Increase in salinity;Sal;South;2;1;2;Demersal;Eastern;Eastern (South)
1546;7;Trophic structure;Fisheries resources;FR;Increase in salinity;Sal;South;4;2;2;Demersal;Eastern;Eastern (South)
1547;8;Life history traits (growth, reproduction);Fisheries resources;FR;Increase in salinity;Sal;South;6;3;2;Demersal;Eastern;Eastern (South)
1548;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Increase in salinity;Sal;South;4;2;2;Demersal;Eastern;Eastern (South)
1549;10;Presence of non-native species;Fisheries resources;FR;Increase in salinity;Sal;South;6;3;2;Demersal;Eastern;Eastern (South)
1550;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1551;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1552;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1553;14;Efficiency of gears;Fishing operations;FO;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1554;15;Fishing trips/days at sea;Fishing operations;FO;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1555;16;Landing value;Communities and livelihoods;CL;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1556;17;Employment rate female;Communities and livelihoods;CL;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1557;18;Employment rate male;Communities and livelihoods;CL;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1558;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1559;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1560;21;Cultural and heritage;Communities and livelihoods;CL;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1561;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in salinity;Sal;South;4;2;2;Demersal;Eastern;Eastern (South)
1562;23;Health issues;Wider society and economy implications;WS;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1563;24;Food security;Wider society and economy implications;WS;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1564;25;Recreational fisheries;Wider society and economy implications;WS;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1565;26;National income;Wider society and economy implications;WS;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1566;27;Tourism activities;Wider society and economy implications;WS;Increase in salinity;Sal;South;1;1;1;Demersal;Eastern;Eastern (South)
1567;1;Catches composition;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;4;2;2;Demersal;Eastern;Eastern (South)
1568;2;Species geographic distribution;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;6;2;3;Demersal;Eastern;Eastern (South)
1569;3;Species bathymetric distribution;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;9;3;3;Demersal;Eastern;Eastern (South)
1570;4;Trends in abundance/biomass;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;9;3;3;Demersal;Eastern;Eastern (South)
1571;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Increase in frequency of heat waves;HW;South;12;4;3;Demersal;Eastern;Eastern (South)
1572;6;Species phenology;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;2;2;1;Demersal;Eastern;Eastern (South)
1573;7;Trophic structure;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;6;3;2;Demersal;Eastern;Eastern (South)
1574;8;Life history traits (growth, reproduction);Fisheries resources;FR;Increase in frequency of heat waves;HW;South;9;3;3;Demersal;Eastern;Eastern (South)
1575;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Increase in frequency of heat waves;HW;South;6;2;3;Demersal;Eastern;Eastern (South)
1576;10;Presence of non-native species;Fisheries resources;FR;Increase in frequency of heat waves;HW;South;6;2;3;Demersal;Eastern;Eastern (South)
1577;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Increase in frequency of heat waves;HW;South;12;3;4;Demersal;Eastern;Eastern (South)
1578;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in frequency of heat waves;HW;South;9;3;3;Demersal;Eastern;Eastern (South)
1579;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in frequency of heat waves;HW;South;6;2;3;Demersal;Eastern;Eastern (South)
1580;14;Efficiency of gears;Fishing operations;FO;Increase in frequency of heat waves;HW;South;6;3;2;Demersal;Eastern;Eastern (South)
1581;15;Fishing trips/days at sea;Fishing operations;FO;Increase in frequency of heat waves;HW;South;4;2;2;Demersal;Eastern;Eastern (South)
1582;16;Landing value;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;9;3;3;Demersal;Eastern;Eastern (South)
1583;17;Employment rate female;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;2;1;2;Demersal;Eastern;Eastern (South)
1584;18;Employment rate male;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;4;2;2;Demersal;Eastern;Eastern (South)
1585;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;8;4;2;Demersal;Eastern;Eastern (South)
1586;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;6;2;3;Demersal;Eastern;Eastern (South)
1587;21;Cultural and heritage;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;4;2;2;Demersal;Eastern;Eastern (South)
1588;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in frequency of heat waves;HW;South;9;3;3;Demersal;Eastern;Eastern (South)
1589;23;Health issues;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;South;8;4;2;Demersal;Eastern;Eastern (South)
1590;24;Food security;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;South;8;4;2;Demersal;Eastern;Eastern (South)
1591;25;Recreational fisheries;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;South;9;3;3;Demersal;Eastern;Eastern (South)
1592;26;National income;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;South;6;2;3;Demersal;Eastern;Eastern (South)
1593;27;Tourism activities;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;South;9;3;3;Demersal;Eastern;Eastern (South)
1594;1;Catches composition;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;6;2;3;Demersal;Eastern;Eastern (South)
1595;2;Species geographic distribution;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;9;3;3;Demersal;Eastern;Eastern (South)
1596;3;Species bathymetric distribution;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;9;3;3;Demersal;Eastern;Eastern (South)
1597;4;Trends in abundance/biomass;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;9;3;3;Demersal;Eastern;Eastern (South)
1598;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Change in precipitation-runoff;PRE;South;16;4;4;Demersal;Eastern;Eastern (South)
1599;6;Species phenology;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;2;2;1;Demersal;Eastern;Eastern (South)
1600;7;Trophic structure;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;12;3;4;Demersal;Eastern;Eastern (South)
1601;8;Life history traits (growth, reproduction);Fisheries resources;FR;Change in precipitation-runoff;PRE;South;9;3;3;Demersal;Eastern;Eastern (South)
1602;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Change in precipitation-runoff;PRE;South;9;3;3;Demersal;Eastern;Eastern (South)
1603;10;Presence of non-native species;Fisheries resources;FR;Change in precipitation-runoff;PRE;South;4;2;2;Demersal;Eastern;Eastern (South)
1604;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Change in precipitation-runoff;PRE;South;2;2;1;Demersal;Eastern;Eastern (South)
1605;12;Cost of post-harvesting (preservation);Fishing operations;FO;Change in precipitation-runoff;PRE;South;2;1;2;Demersal;Eastern;Eastern (South)
1606;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Change in precipitation-runoff;PRE;South;1;1;1;Demersal;Eastern;Eastern (South)
1607;14;Efficiency of gears;Fishing operations;FO;Change in precipitation-runoff;PRE;South;4;2;2;Demersal;Eastern;Eastern (South)
1608;15;Fishing trips/days at sea;Fishing operations;FO;Change in precipitation-runoff;PRE;South;1;1;1;Demersal;Eastern;Eastern (South)
1609;16;Landing value;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;4;2;2;Demersal;Eastern;Eastern (South)
1610;17;Employment rate female;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;1;1;1;Demersal;Eastern;Eastern (South)
1611;18;Employment rate male;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;2;2;1;Demersal;Eastern;Eastern (South)
1612;19;Contribution of fish products to food security;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;2;2;1;Demersal;Eastern;Eastern (South)
1613;20;Safety of (coastal) communities;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;6;2;3;Demersal;Eastern;Eastern (South)
1614;21;Cultural and heritage;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;4;2;2;Demersal;Eastern;Eastern (South)
1615;22;Market opportunities (non-native species);Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;4;2;2;Demersal;Eastern;Eastern (South)
1616;23;Health issues;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;South;2;2;1;Demersal;Eastern;Eastern (South)
1617;24;Food security;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;South;2;2;1;Demersal;Eastern;Eastern (South)
1618;25;Recreational fisheries;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;South;3;3;1;Demersal;Eastern;Eastern (South)
1619;26;National income;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;South;1;1;1;Demersal;Eastern;Eastern (South)
1620;27;Tourism activities;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;South;1;1;1;Demersal;Eastern;Eastern (South)
1621;1;Catches composition;Fisheries resources;FR;Sea level rise;SL;South;8;4;2;Demersal;Eastern;Eastern (South)
1622;2;Species geographic distribution;Fisheries resources;FR;Sea level rise;SL;South;8;4;2;Demersal;Eastern;Eastern (South)
1623;3;Species bathymetric distribution;Fisheries resources;FR;Sea level rise;SL;South;9;3;3;Demersal;Eastern;Eastern (South)
1624;4;Trends in abundance/biomass;Fisheries resources;FR;Sea level rise;SL;South;4;2;2;Demersal;Eastern;Eastern (South)
1625;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Sea level rise;SL;South;9;3;3;Demersal;Eastern;Eastern (South)
